文章日期,文章标题,文章链接,评论昵称,评论内容,评论点赞数,留言回复,留言时间,
2022-03-25,肘墨鱼块,http://mp.weixin.qq.com/s?__biz=MzU2NzEwMDc1MA==&mid=2247514086&idx=1&sn=dd1e6db12319092db7ade6fa9770608c&chksm=fca0a3c7cbd72ad1e0d42dd4fbc891af568134e41e958a4e9c63157d14485f7c27e7e2ea8cc7&scene=27#wechat_redirect,kate,本身市场就有调整的预期，所以一点点消息就会引发各种资金闻风而逃，导致这种效应加速和提前了，就好像我们复盘觉得大题材为什么能走出来，觉得逻辑很自洽，天时地利人和，确实该涨，实际是我们在这个题材走出来之后找各种论据去佐证已知的结论。所以，说了这么多，川哥我就想问，作为炒股人，要想赚钱，我是不是该换个头像？在线等你回答，很着急，谢谢~,5,换件衣服把。,2022-03-25 16:19:43
2022-03-25,肘墨鱼块,http://mp.weixin.qq.com/s?__biz=MzU2NzEwMDc1MA==&mid=2247514086&idx=1&sn=dd1e6db12319092db7ade6fa9770608c&chksm=fca0a3c7cbd72ad1e0d42dd4fbc891af568134e41e958a4e9c63157d14485f7c27e7e2ea8cc7&scene=27#wechat_redirect,ken,公募奔私以后，能有好结果的好像不多啊。,13,因为很多公募经理牛逼，其实并不是自己的真的牛逼，而是基于了 大行情 + 公司平台 + 运气好。 大行情 和 运气并不常有，奔了私以后连平台都没有了。,2022-03-25 16:34:34
2022-03-25,肘墨鱼块,http://mp.weixin.qq.com/s?__biz=MzU2NzEwMDc1MA==&mid=2247514086&idx=1&sn=dd1e6db12319092db7ade6fa9770608c&chksm=fca0a3c7cbd72ad1e0d42dd4fbc891af568134e41e958a4e9c63157d14485f7c27e7e2ea8cc7&scene=27#wechat_redirect,巍,川哥今天尾盘还去上龙头，是看周一指数反弹吧。。。,7,只是为做多市场做点贡献。,2022-03-25 16:30:54
2022-03-25,肘墨鱼块,http://mp.weixin.qq.com/s?__biz=MzU2NzEwMDc1MA==&mid=2247514086&idx=1&sn=dd1e6db12319092db7ade6fa9770608c&chksm=fca0a3c7cbd72ad1e0d42dd4fbc891af568134e41e958a4e9c63157d14485f7c27e7e2ea8cc7&scene=27#wechat_redirect,花椒,阿川确实讲了反复多次了，也没啥新的，但是喜欢阿川的态度从不改变,48,,2022-03-25 16:35:37
2022-03-25,肘墨鱼块,http://mp.weixin.qq.com/s?__biz=MzU2NzEwMDc1MA==&mid=2247514086&idx=1&sn=dd1e6db12319092db7ade6fa9770608c&chksm=fca0a3c7cbd72ad1e0d42dd4fbc891af568134e41e958a4e9c63157d14485f7c27e7e2ea8cc7&scene=27#wechat_redirect,小虫,所以说就这帮货色还想去南下争夺定价权，他们没搞明白，他们在这里赚钱靠的是什么。。。,39,3楼,2022-03-25 16:04:24
2022-03-25,肘墨鱼块,http://mp.weixin.qq.com/s?__biz=MzU2NzEwMDc1MA==&mid=2247514086&idx=1&sn=dd1e6db12319092db7ade6fa9770608c&chksm=fca0a3c7cbd72ad1e0d42dd4fbc891af568134e41e958a4e9c63157d14485f7c27e7e2ea8cc7&scene=27#wechat_redirect,dragonfly,又看了一遍川哥发的视频，接受平凡的自己，努力努力努力着本金亏了一半，估计不努力的话本金还在[流泪],38,,2022-03-25 16:48:23
2022-03-25,肘墨鱼块,http://mp.weixin.qq.com/s?__biz=MzU2NzEwMDc1MA==&mid=2247514086&idx=1&sn=dd1e6db12319092db7ade6fa9770608c&chksm=fca0a3c7cbd72ad1e0d42dd4fbc891af568134e41e958a4e9c63157d14485f7c27e7e2ea8cc7&scene=27#wechat_redirect,tianyabird,这个北坡到底是抄的啥？它不是做玻璃的吗？它的玻璃和金刚玻璃、耀皮玻璃有啥不同,3,他的玻璃朝北，是向北走的玻璃？,2022-03-25 17:06:44
2022-03-25,肘墨鱼块,http://mp.weixin.qq.com/s?__biz=MzU2NzEwMDc1MA==&mid=2247514086&idx=1&sn=dd1e6db12319092db7ade6fa9770608c&chksm=fca0a3c7cbd72ad1e0d42dd4fbc891af568134e41e958a4e9c63157d14485f7c27e7e2ea8cc7&scene=27#wechat_redirect,Better,北玻股份和天保基建已成为共生而非竞争关系，天保稳得一逼，北玻炸板的这帮基金不知道咋想的！,2,想多了吧基金，这一看就是假机构。,2022-03-25 16:32:56
2022-03-25,肘墨鱼块,http://mp.weixin.qq.com/s?__biz=MzU2NzEwMDc1MA==&mid=2247514086&idx=1&sn=dd1e6db12319092db7ade6fa9770608c&chksm=fca0a3c7cbd72ad1e0d42dd4fbc891af568134e41e958a4e9c63157d14485f7c27e7e2ea8cc7&scene=27#wechat_redirect,Kingson L,但斌在等大机会,2,能空仓的人都是优秀的人，拳头收回来才能更好的打出去，因为优秀就会有很多拥趸及其跟风盘，当拥趸发现自己的风向标清仓的时候，也会跟随清仓，今天跟风卖出就很合理了。,2022-03-25 16:12:36
2022-03-25,肘墨鱼块,http://mp.weixin.qq.com/s?__biz=MzU2NzEwMDc1MA==&mid=2247514086&idx=1&sn=dd1e6db12319092db7ade6fa9770608c&chksm=fca0a3c7cbd72ad1e0d42dd4fbc891af568134e41e958a4e9c63157d14485f7c27e7e2ea8cc7&scene=27#wechat_redirect,奔跑的鸵鸟,川哥，我越看你的文字越觉得你是一个很有深度的人，再一读你的文字又觉得你是一个很有宽度的人。,11,又__又__?,2022-03-25 16:13:05
